Mandi_Name-Agmark,District_ID,District_Name-Agmark,State_Name
Ellanabad,502.0,Sirsa,Haryana
kalanwali,502.0,Sirsa,Haryana
Kalawali(Odhan),502.0,Sirsa,Haryana
"New Grain Market , Sirsa",502.0,Sirsa,Haryana
Rania,502.0,Sirsa,Haryana
Rania(Jiwan nagar),502.0,Sirsa,Haryana
Sirsa,502.0,Sirsa,Haryana
Sirsa(Malekan),502.0,Sirsa,Haryana
Behal,503.0,Bhiwani,Haryana
Bhiwani,503.0,Bhiwani,Haryana
Bhiwani(Bawani Khera),503.0,Bhiwani,Haryana
Ch. Dadri,503.0,Bhiwani,Haryana
Jui,503.0,Bhiwani,Haryana
Loharu,503.0,Bhiwani,Haryana
Loharu(Dighwa),503.0,Bhiwani,Haryana
"New Grain Market , Bhiwani",503.0,Bhiwani,Haryana
Siwani,503.0,Bhiwani,Haryana
Tosham,503.0,Bhiwani,Haryana
Meham,504.0,Rohtak,Haryana
"New Grain Market , Rohtak",504.0,Rohtak,Haryana
Rohtak,504.0,Rohtak,Haryana
Rohtak(Kalanaur),504.0,Rohtak,Haryana
Sampla,504.0,Rohtak,Haryana
Ganaur,505.0,Sonipat,Haryana
Gohana,505.0,Sonipat,Haryana
"New Grain Market , Sonipat",505.0,Sonipat,Haryana
Sonepat,505.0,Sonipat,Haryana
Sonepat(Kharkhoda),505.0,Sonipat,Haryana
Badshahpur,506.0,Gurgaon,Haryana
Farukh Nagar,506.0,Gurgaon,Haryana
Gurgaon,506.0,Gurgaon,Haryana
NVM Gurgaon,506.0,Gurgaon,Haryana
Pataudi,506.0,Gurgaon,Haryana
Rerozepur Zhirka,506.0,Gurgaon,Haryana
Sohna,506.0,Gurgaon,Haryana
Ballabhgarh,507.0,Faridabad,Haryana
Faridabad,507.0,Faridabad,Haryana
Faridabad(Fish Market),507.0,Faridabad,Haryana
"New Grain Market , Faridabad",507.0,Faridabad,Haryana
Asandh,508.0,Karnal,Haryana
Ballah,508.0,Karnal,Haryana
Gharaunda,508.0,Karnal,Haryana
Indri,508.0,Karnal,Haryana
Jundla,508.0,Karnal,Haryana
Kunjpura,508.0,Karnal,Haryana
"New Grain Market(main), Karnal",508.0,Karnal,Haryana
Nigdu,508.0,Karnal,Haryana
Nilokheri,508.0,Karnal,Haryana
Nissing,508.0,Karnal,Haryana
Tarori,508.0,Karnal,Haryana
Babain,509.0,Kurukshetra,Haryana
Iamailabad,509.0,Kurukshetra,Haryana
Ladwa,509.0,Kurukshetra,Haryana
Pehowa,509.0,Kurukshetra,Haryana
Pehowa(Gumthala Gahru),509.0,Kurukshetra,Haryana
Pipli,509.0,Kurukshetra,Haryana
Shahabad,509.0,Kurukshetra,Haryana
Thanesar,509.0,Kurukshetra,Haryana
Ambala Cantt.,510.0,Ambala,Haryana
Ambala City,510.0,Ambala,Haryana
Ambala City(Subji Mandi),510.0,Ambala,Haryana
Barara,510.0,Ambala,Haryana
Mullana,510.0,Ambala,Haryana
Mullana(saha),510.0,Ambala,Haryana
Naneola,510.0,Ambala,Haryana
Naraingarh,510.0,Ambala,Haryana
"New Grain Market , Ambala",510.0,Ambala,Haryana
Shahzadpur,510.0,Ambala,Haryana
Jind,511.0,Jind,Haryana
Jullana,511.0,Jind,Haryana
Narwana,511.0,Jind,Haryana
"New Grain Market , Jind",511.0,Jind,Haryana
Pillukhera,511.0,Jind,Haryana
Safidon,511.0,Jind,Haryana
Uchana,511.0,Jind,Haryana
Balu,514.0,Kaithal,Haryana
Cheeka,514.0,Kaithal,Haryana
Dhand,514.0,Kaithal,Haryana
Kaithal,514.0,Kaithal,Haryana
Kalayat,514.0,Kaithal,Haryana
Pai,514.0,Kaithal,Haryana
Pai(Rajaund),514.0,Kaithal,Haryana
Pundri,514.0,Kaithal,Haryana
Siwan,514.0,Kaithal,Haryana
Bapauli,515.0,Panipat,Haryana
Israna,515.0,Panipat,Haryana
Madlauda,515.0,Panipat,Haryana
Panipat,515.0,Panipat,Haryana
Panipat(Baharpur),515.0,Panipat,Haryana
Panipat(Fish Market),515.0,Panipat,Haryana
Samalkha,515.0,Panipat,Haryana
Kosli,518.0,Rewari,Haryana
Rewari,518.0,Rewari,Haryana
Bhattu Kalan,519.0,Fatehabad,Haryana
Bhuna,519.0,Fatehabad,Haryana
Dharsul,519.0,Fatehabad,Haryana
Fatehabad,519.0,Fatehabad,Haryana
Jakhal,519.0,Fatehabad,Haryana
Ratia,519.0,Fatehabad,Haryana
Tohana,519.0,Fatehabad,Haryana
Tohana(New Veg Market),519.0,Fatehabad,Haryana
Barwala,520.0,Panchkula,Haryana
"New Grain Market , Panchkula",520.0,Panchkula,Haryana
Panchkul(Kalka),520.0,Panchkula,Haryana
Panchkula,520.0,Panchkula,Haryana
Raipur Rai,520.0,Panchkula,Haryana
Hassanpur,523.0,Palwal,Haryana
Hodal,523.0,Palwal,Haryana
Palwal,523.0,Palwal,Haryana
Nahan,609.0,Sirmore,Himachal Pradesh
Paonta Sahib,609.0,Sirmore,Himachal Pradesh
Sirmour(Bagthan),609.0,Sirmore,Himachal Pradesh
Sirmour(sarahan),609.0,Sirmore,Himachal Pradesh
Chamba,602.0,Chamba,Himachal Pradesh
Dharamshala,604.0,Kangra,Himachal Pradesh
Jwaklaji,604.0,Kangra,Himachal Pradesh
Jwalaji,604.0,Kangra,Himachal Pradesh
Kangra,604.0,Kangra,Himachal Pradesh
Kangra(Baijnath),604.0,Kangra,Himachal Pradesh
Kangra(Jaisinghpur),604.0,Kangra,Himachal Pradesh
Kangra(Jassour),604.0,Kangra,Himachal Pradesh
Kangra(Nagrota Bagwan),604.0,Kangra,Himachal Pradesh
Palampur,604.0,Kangra,Himachal Pradesh
Bandrol,606.0,Kullu,Himachal Pradesh
Bhuntar,606.0,Kullu,Himachal Pradesh
Khegsu,606.0,Kullu,Himachal Pradesh
Kullu,606.0,Kullu,Himachal Pradesh
Kullu(Chauri Bihal),606.0,Kullu,Himachal Pradesh
Kullu(Patli Kuhal),606.0,Kullu,Himachal Pradesh
Chail Chowk,607.0,Mandi,Himachal Pradesh
Dhanotu (Mandi),607.0,Mandi,Himachal Pradesh
Mandi(kangni),607.0,Mandi,Himachal Pradesh
Mandi(Mandi),607.0,Mandi,Himachal Pradesh
Mandi(Takoli),607.0,Mandi,Himachal Pradesh
Rohroo,608.0,Shimla,Himachal Pradesh
Shimla,608.0,Shimla,Himachal Pradesh
Shimla and Kinnaur(Koti),608.0,Shimla,Himachal Pradesh
Shimla and Kinnaur(Nerwa),608.0,Shimla,Himachal Pradesh
Shimla and Kinnaur(Rampur),608.0,Shimla,Himachal Pradesh
Shimla and Kinnaur(Theog),608.0,Shimla,Himachal Pradesh
Dharampur,610.0,Solan,Himachal Pradesh
Solan,610.0,Solan,Himachal Pradesh
Solan(Banalgi),610.0,Solan,Himachal Pradesh
Solan(ChakkikaMor),610.0,Solan,Himachal Pradesh
Solan(Nalagarh),610.0,Solan,Himachal Pradesh
Solan(Parwanoo),610.0,Solan,Himachal Pradesh
Solan(Rajgarh),610.0,Solan,Himachal Pradesh
Santoshgarah,611.0,Una,Himachal Pradesh
Santoshgarh,611.0,Una,Himachal Pradesh
Una,611.0,Una,Himachal Pradesh
Hamirpur,2026.0,Hamirpur,Himachal Pradesh
Hamirpur(Jahu),2026.0,Hamirpur,Himachal Pradesh
Hamirpur(Nadaun),2026.0,Hamirpur,Himachal Pradesh
Bilaspur,2310.0,Bilaspur,Himachal Pradesh
Ghumarwin,2310.0,Bilaspur,Himachal Pradesh
Namhol(Bilaspur),2310.0,Bilaspur,Himachal Pradesh
Bandipora,705.0,Baramulla,Jammu and Kashmir
Kanispora Baramulla (F&V),705.0,Baramulla,Jammu and Kashmir
Nowpora,705.0,Baramulla,Jammu and Kashmir
Pattan,705.0,Baramulla,Jammu and Kashmir
Rafi-Abad,705.0,Baramulla,Jammu and Kashmir
Sambal,705.0,Baramulla,Jammu and Kashmir
Tangmarg,705.0,Baramulla,Jammu and Kashmir
Khurbtang-Kargil,708.0,Kargil,Jammu and Kashmir
Leh,708.0,Kargil,Jammu and Kashmir
Ashahipora (Anantnagh),701.0,Anantnag,Jammu and Kashmir
Batingoo,701.0,Anantnag,Jammu and Kashmir
Dachinpora,701.0,Anantnag,Jammu and Kashmir
Kulgam,701.0,Anantnag,Jammu and Kashmir
Qazigund,701.0,Anantnag,Jammu and Kashmir
Vessue,701.0,Anantnag,Jammu and Kashmir
Pulwama (F&V),702.0,Pulwama,Jammu and Kashmir
Shopian,702.0,Pulwama,Jammu and Kashmir
Tral,702.0,Pulwama,Jammu and Kashmir
Bagh(Srinagar),703.0,Srinagar,Jammu and Kashmir
Ganderbal,703.0,Srinagar,Jammu and Kashmir
Parimpore,703.0,Srinagar,Jammu and Kashmir
Budgam,704.0,Badgam,Jammu and Kashmir
Chadoora,704.0,Badgam,Jammu and Kashmir
Zaloosa-Chararishrief (F&V),704.0,Badgam,Jammu and Kashmir
Bumhama-Kupwara (F&V),706.0,Kupwara,Jammu and Kashmir
HandwaraFV,706.0,Kupwara,Jammu and Kashmir
Langate,706.0,Kupwara,Jammu and Kashmir
Reasi,709.0,Udhampur,Jammu and Kashmir
Udhampur,709.0,Udhampur,Jammu and Kashmir
Akhnoor,710.0,Jammu,Jammu and Kashmir
Badhore,710.0,Jammu,Jammu and Kashmir
Batote,710.0,Jammu,Jammu and Kashmir
Bishnah,710.0,Jammu,Jammu and Kashmir
Chanuchak,710.0,Jammu,Jammu and Kashmir
Ghajansoo,710.0,Jammu,Jammu and Kashmir
Jammu (Grain Mandi),710.0,Jammu,Jammu and Kashmir
Jourian,710.0,Jammu,Jammu and Kashmir
Kalyanpur,710.0,Jammu,Jammu and Kashmir
Khor,710.0,Jammu,Jammu and Kashmir
Marh,710.0,Jammu,Jammu and Kashmir
Narwal Jammu (F&V),710.0,Jammu,Jammu and Kashmir
Pragwal,710.0,Jammu,Jammu and Kashmir
Prahaladpur,710.0,Jammu,Jammu and Kashmir
Samba,710.0,Jammu,Jammu and Kashmir
Sohanjana,710.0,Jammu,Jammu and Kashmir
Airwan,711.0,Kathua,Jammu and Kashmir
Bajwal,711.0,Kathua,Jammu and Kashmir
Chann Arorian,711.0,Kathua,Jammu and Kashmir
Kathua,711.0,Kathua,Jammu and Kashmir
Lakhri,711.0,Kathua,Jammu and Kashmir
Mandli,711.0,Kathua,Jammu and Kashmir
Nagri parole,711.0,Kathua,Jammu and Kashmir
Palli morh,711.0,Kathua,Jammu and Kashmir
Sanjhi morh,711.0,Kathua,Jammu and Kashmir
Rajouri (F&V),714.0,Rajouri,Jammu and Kashmir
Chakulia,2406.0,East Singhbhum,Jharkhand
Jamshedpur,2406.0,East Singhbhum,Jharkhand
Jamtara,2412.0,Jamtara,Jharkhand
Latehar,2414.0,Latehar,Jharkhand
Sahebganj,2419.0,Sahebgang,Jharkhand
Saraikela,2420.0,Saraikela(Kharsanwa),Jharkhand
Chaibasa,2422.0,West Singbhum,Jharkhand
Deoghar,1529.0,Deogarh,Jharkhand
Madhupur,1529.0,Deogarh,Jharkhand
Bermo,2401.0,Bokaro,Jharkhand
Bokaro (Chas),2401.0,Bokaro,Jharkhand
Chatra,2402.0,Chatra,Jharkhand
Dhanbad,2404.0,Dhanbad,Jharkhand
Dumka,2405.0,Dumka,Jharkhand
Gadhwah,2407.0,Garhwa,Jharkhand
Giridih,2408.0,Giridih,Jharkhand
Godda,2409.0,Godda,Jharkhand
Gumla,2410.0,Gumla,Jharkhand
Hazaribagh,2411.0,Hazaribagh,Jharkhand
Ramgarh,2411.0,Hazaribagh,Jharkhand
Koderma,2413.0,Koderma,Jharkhand
Lohardaga,2415.0,Lohardaga,Jharkhand
Pakur,2416.0,Pakur,Jharkhand
Daltenganj,2417.0,Palamu,Jharkhand
Khunti,2418.0,Ranchi,Jharkhand
Pandara,2418.0,Ranchi,Jharkhand
Ranchi,2418.0,Ranchi,Jharkhand
Barhmba,2421.0,Simdega,Jharkhand
Simdega,2421.0,Simdega,Jharkhand
Bangalore,801.0,Bangalore,Karnataka
"Binny Mill (F&V), Bangalore",801.0,Bangalore,Karnataka
Channapatana,801.0,Bangalore,Karnataka
Doddaballa Pur,801.0,Bangalore,Karnataka
Fruits & Vegetable(Kalsipalya),801.0,Bangalore,Karnataka
Fruits & Vegetable(Singena Agrahara),801.0,Bangalore,Karnataka
Hoskote,801.0,Bangalore,Karnataka
Kanakapura,801.0,Bangalore,Karnataka
Ramanagara,801.0,Bangalore,Karnataka
Athani,802.0,Belgaum,Karnataka
Bailahongal,802.0,Belgaum,Karnataka
Belgaum,802.0,Belgaum,Karnataka
Belgaum(Herebhagevadi),802.0,Belgaum,Karnataka
Gokak,802.0,Belgaum,Karnataka
Kudchi,802.0,Belgaum,Karnataka
Nandagada,802.0,Belgaum,Karnataka
Nippani,802.0,Belgaum,Karnataka
Ramdurga,802.0,Belgaum,Karnataka
Ramdurga(Katikola),802.0,Belgaum,Karnataka
Sankeshwar,802.0,Belgaum,Karnataka
Sankeshwara((Hukkeri),802.0,Belgaum,Karnataka
Soundati,802.0,Belgaum,Karnataka
Soundatti(Heragatti),802.0,Belgaum,Karnataka
Soundatti(Munavalli),802.0,Belgaum,Karnataka
Bellary,803.0,Bellary,Karnataka
H.B. Halli,803.0,Bellary,Karnataka
Hoovinahadagali,803.0,Bellary,Karnataka
Hospet,803.0,Bellary,Karnataka
Hospet(Kampli),803.0,Bellary,Karnataka
Hospet(Mariyammana halli),803.0,Bellary,Karnataka
Kottur,803.0,Bellary,Karnataka
Sandur,803.0,Bellary,Karnataka
Sirguppa,803.0,Bellary,Karnataka
Bagepalli,806.0,Chikmagalur,Karnataka
Chikkamagalore,806.0,Chikmagalur,Karnataka
Kadur,806.0,Chikmagalur,Karnataka
Koppa,806.0,Chikmagalur,Karnataka
Moodigere,806.0,Chikmagalur,Karnataka
Sringeri,806.0,Chikmagalur,Karnataka
Tarikere,806.0,Chikmagalur,Karnataka
Bantvala(Vittla),808.0,Mangalore(Dakshin Kannad),Karnataka
Bantwala,808.0,Mangalore(Dakshin Kannad),Karnataka
Belthangdi,808.0,Mangalore(Dakshin Kannad),Karnataka
Mangalore,808.0,Mangalore(Dakshin Kannad),Karnataka
Manglore(Moodabidri),808.0,Mangalore(Dakshin Kannad),Karnataka
Puttur,808.0,Mangalore(Dakshin Kannad),Karnataka
Sulya,808.0,Mangalore(Dakshin Kannad),Karnataka
Alanda,810.0,Gulbarga,Karnataka
Chincholi,810.0,Gulbarga,Karnataka
Chittapur,810.0,Gulbarga,Karnataka
Chittapura(Shahbad),810.0,Gulbarga,Karnataka
Gulbarga,810.0,Gulbarga,Karnataka
Gulburga(Afzalpur),810.0,Gulbarga,Karnataka
Gulburga(Jhevargi),810.0,Gulbarga,Karnataka
Sedam,810.0,Gulbarga,Karnataka
Shahapur,810.0,Gulbarga,Karnataka
Shorapur,810.0,Gulbarga,Karnataka
Yadagiri(Gurumittkal),810.0,Gulbarga,Karnataka
Yadgir,810.0,Gulbarga,Karnataka
Gonikappal,812.0,Madikeri(Kodagu),Karnataka
Madikeri,812.0,Madikeri(Kodagu),Karnataka
Somawarpet(Suntikoppa),812.0,Madikeri(Kodagu),Karnataka
Somvarpet,812.0,Madikeri(Kodagu),Karnataka
Hunsur,815.0,Mysore,Karnataka
K.R.Nagar,815.0,Mysore,Karnataka
Mysore (Bandipalya),815.0,Mysore,Karnataka
Nanjangud,815.0,Mysore,Karnataka
Piriya Pattana,815.0,Mysore,Karnataka
Santhesaguru(H.D.Kota),815.0,Mysore,Karnataka
Santhesargur,815.0,Mysore,Karnataka
T. Narasipura,815.0,Mysore,Karnataka
T.Narasipura(Bannur),815.0,Mysore,Karnataka
Bhadravathi,817.0,Shimoga,Karnataka
Hosanagar,817.0,Shimoga,Karnataka
Sagar,817.0,Shimoga,Karnataka
Sagar(Hosanagara),817.0,Shimoga,Karnataka
Shikaripura,817.0,Shimoga,Karnataka
Shimoga,817.0,Shimoga,Karnataka
Shimoga(Theertahalli),817.0,Shimoga,Karnataka
Sorabha,817.0,Shimoga,Karnataka
Thirthahalli,817.0,Shimoga,Karnataka
Gubbi,818.0,Tumkur,Karnataka
Huliyar,818.0,Tumkur,Karnataka
Koratagere,818.0,Tumkur,Karnataka
Kunigal,818.0,Tumkur,Karnataka
Madhugiri,818.0,Tumkur,Karnataka
Pavagada,818.0,Tumkur,Karnataka
Sira,818.0,Tumkur,Karnataka
Tiptur,818.0,Tumkur,Karnataka
Tumkur,818.0,Tumkur,Karnataka
Turvekere,818.0,Tumkur,Karnataka
Haliyala,819.0,Karwar(Uttar Kannad),Karnataka
Haliyala(Dandeli),819.0,Karwar(Uttar Kannad),Karnataka
Honnavar,819.0,Karwar(Uttar Kannad),Karnataka
Honnavara(Bhatkal),819.0,Karwar(Uttar Kannad),Karnataka
Karwar,819.0,Karwar(Uttar Kannad),Karnataka
Kumta,819.0,Karwar(Uttar Kannad),Karnataka
Mundgod,819.0,Karwar(Uttar Kannad),Karnataka
Siddapur,819.0,Karwar(Uttar Kannad),Karnataka
Sirsi,819.0,Karwar(Uttar Kannad),Karnataka
Yallapura(Kiruvathi),819.0,Karwar(Uttar Kannad),Karnataka
Yellapur,819.0,Karwar(Uttar Kannad),Karnataka
Ramanagar,820.0,Ramanagar,Karnataka
Chamaraj Nagar,823.0,Chamrajnagar,Karnataka
Gundlupet,823.0,Chamrajnagar,Karnataka
Kollegal,823.0,Chamrajnagar,Karnataka
Channagiri,824.0,Davangere,Karnataka
Davangere,824.0,Davangere,Karnataka
Harappana Halli,824.0,Davangere,Karnataka
Harihara,824.0,Davangere,Karnataka
Honnali,824.0,Davangere,Karnataka
Jagalur,824.0,Davangere,Karnataka
Aurad,804.0,Bidar,Karnataka
Basava Kalayana,804.0,Bidar,Karnataka
Bhalki,804.0,Bidar,Karnataka
Bidar,804.0,Bidar,Karnataka
Humanabad,804.0,Bidar,Karnataka
Challakere,807.0,Chitradurga,Karnataka
Chitradurga,807.0,Chitradurga,Karnataka
Chitradurga(Bheemasamudra),807.0,Chitradurga,Karnataka
Hiriyur,807.0,Chitradurga,Karnataka
Holalkere,807.0,Chitradurga,Karnataka
Hosadurga,807.0,Chitradurga,Karnataka
Rampura,807.0,Chitradurga,Karnataka
Annigeri,809.0,Dharwad,Karnataka
Dharwad(Alanawar),809.0,Dharwad,Karnataka
Dharwar,809.0,Dharwad,Karnataka
Hubli (Amaragol),809.0,Dharwad,Karnataka
Kalagategi,809.0,Dharwad,Karnataka
Kundagol,809.0,Dharwad,Karnataka
Arakalgud,811.0,Hassan,Karnataka
Arasikere,811.0,Hassan,Karnataka
Belur,811.0,Hassan,Karnataka
Channarayapatna,811.0,Hassan,Karnataka
Hassan,811.0,Hassan,Karnataka
Holenarsipura,811.0,Hassan,Karnataka
Sakaleshpura,811.0,Hassan,Karnataka
Bangarpet,813.0,Kolar,Karnataka
Bhagepalli,813.0,Kolar,Karnataka
Chickkaballapura,813.0,Kolar,Karnataka
Chintamani,813.0,Kolar,Karnataka
Gowribidanoor,813.0,Kolar,Karnataka
Kolar,813.0,Kolar,Karnataka
Malur,813.0,Kolar,Karnataka
Mulabagilu,813.0,Kolar,Karnataka
Srinivasapur,813.0,Kolar,Karnataka
K.R. Pet,814.0,Mandya,Karnataka
Maddur,814.0,Mandya,Karnataka
Malavalli,814.0,Mandya,Karnataka
Mandya,814.0,Mandya,Karnataka
Nagamangala,814.0,Mandya,Karnataka
Pandavapura,814.0,Mandya,Karnataka
Srirangapattana,814.0,Mandya,Karnataka
Devadurga,816.0,Raichur,Karnataka
Lingasugur,816.0,Raichur,Karnataka
Lingasuguru(Maski),816.0,Raichur,Karnataka
Lingasuguru(Mudagal),816.0,Raichur,Karnataka
Manvi,816.0,Raichur,Karnataka
Raichur,816.0,Raichur,Karnataka
Sindhanur,816.0,Raichur,Karnataka
Badami,822.0,Bagalkot,Karnataka
Badami(Keruru),822.0,Bagalkot,Karnataka
Bagalakot,822.0,Bagalkot,Karnataka
Bagalkot(Bigali),822.0,Bagalkot,Karnataka
Bilagi,822.0,Bagalkot,Karnataka
Hunagunda(Hilakal),822.0,Bagalkot,Karnataka
Hungund,822.0,Bagalkot,Karnataka
Jamakhandi,822.0,Bagalkot,Karnataka
Mahalingapura(Mudagol),822.0,Bagalkot,Karnataka
Mhalingapur,822.0,Bagalkot,Karnataka
Gadag,825.0,Gadag,Karnataka
Gadag(Hulakoti),825.0,Gadag,Karnataka
Gadag(Mulagund),825.0,Gadag,Karnataka
Holehaluru(Rona),825.0,Gadag,Karnataka
Laxmeshwar,825.0,Gadag,Karnataka
Laxmeswar(Siratti),825.0,Gadag,Karnataka
Mundaragi,825.0,Gadag,Karnataka
Nargund(Sirol),825.0,Gadag,Karnataka
Nargunda,825.0,Gadag,Karnataka
Rona,825.0,Gadag,Karnataka
Byadagi,826.0,Haveri,Karnataka
Hanagal,826.0,Haveri,Karnataka
Hanagal(Hakkihaluru),826.0,Haveri,Karnataka
Haveri,826.0,Haveri,Karnataka
Haveri(Guthal),826.0,Haveri,Karnataka
Hirekerur,826.0,Haveri,Karnataka
Hirekeruru(Rattihalli),826.0,Haveri,Karnataka
Ranebennur,826.0,Haveri,Karnataka
Ranebennur(Halageri),826.0,Haveri,Karnataka
Savanur,826.0,Haveri,Karnataka
Shiggauv,826.0,Haveri,Karnataka
Gangavathi,827.0,Koppal,Karnataka
Gangavathi(Karatagi),827.0,Koppal,Karnataka
Karatgi,827.0,Koppal,Karnataka
Koppal,827.0,Koppal,Karnataka
Kustagi,827.0,Koppal,Karnataka
Kustagi(Hanumasagar),827.0,Koppal,Karnataka
Yalburga,827.0,Koppal,Karnataka
Karkala,829.0,Udupi,Karnataka
Kundapura,829.0,Udupi,Karnataka
Udupi,829.0,Udupi,Karnataka
Bijapur,2317.0,Bijapur,Karnataka
Bijapur(Basavanabhage Vadi),2317.0,Bijapur,Karnataka
Sindagi,2317.0,Bijapur,Karnataka
Sindagi(chadachan),2317.0,Bijapur,Karnataka
Sindagi(Devarayipparagi),2317.0,Bijapur,Karnataka
Sindagi(Hendi),2317.0,Bijapur,Karnataka
Talikot,2317.0,Bijapur,Karnataka
Talikot(Muddebehala),2317.0,Bijapur,Karnataka
Cherthdla,903.0,Alleppey,Kerala
Dhara,903.0,Alleppey,Kerala
Kayamkulam(Alleppey),903.0,Alleppey,Kerala
Chalakudy,907.0,Thirssur,Kerala
Chavakkad,907.0,Thirssur,Kerala
Chelakkara,907.0,Thirssur,Kerala
Irinjalakkuda,907.0,Thirssur,Kerala
Karuvannur,907.0,Thirssur,Kerala
Kodumgalloor,907.0,Thirssur,Kerala
Kodungalloor,907.0,Thirssur,Kerala
Mattathur,907.0,Thirssur,Kerala
Pariyaram,907.0,Thirssur,Kerala
Pavaratty,907.0,Thirssur,Kerala
Pazhayannur,907.0,Thirssur,Kerala
Thrissur,907.0,Thirssur,Kerala
Wadakkanchery,907.0,Thirssur,Kerala
Alathur,908.0,Palakad,Kerala
Elevancheri,908.0,Palakad,Kerala
Karimpuzha,908.0,Palakad,Kerala
Kizhakkancheri,908.0,Palakad,Kerala
Koduvayoor,908.0,Palakad,Kerala
Kollengode,908.0,Palakad,Kerala
Malampuzha,908.0,Palakad,Kerala
Palakkad,908.0,Palakad,Kerala
Palayamangalam,908.0,Palakad,Kerala
Pattambi,908.0,Palakad,Kerala
vadakarapathy,908.0,Palakad,Kerala
Vadakkenchery,908.0,Palakad,Kerala
Vithinasserri,908.0,Palakad,Kerala
Kallachi,910.0,Kozhikode(Calicut),Kerala
Mukkom,910.0,Kozhikode(Calicut),Kerala
Palayam,910.0,Kozhikode(Calicut),Kerala
Perambra,910.0,Kozhikode(Calicut),Kerala
Quilandy,910.0,Kozhikode(Calicut),Kerala
Thamarassery,910.0,Kozhikode(Calicut),Kerala
Vadakara,910.0,Kozhikode(Calicut),Kerala
Vengeri(Kozhikode),910.0,Kozhikode(Calicut),Kerala
Kanjangadu,914.0,Kasargod,Kerala
Kasargod,914.0,Kasargod,Kerala
Manjeswaram,914.0,Kasargod,Kerala
Neeleswaram,914.0,Kasargod,Kerala
Anyara(EEC),901.0,Thiruvananthapuram,Kerala
Aralamoodu,901.0,Thiruvananthapuram,Kerala
Attingal,901.0,Thiruvananthapuram,Kerala
Chala,901.0,Thiruvananthapuram,Kerala
Kattakada,901.0,Thiruvananthapuram,Kerala
Kunnathukkal,901.0,Thiruvananthapuram,Kerala
Maranelloor,901.0,Thiruvananthapuram,Kerala
Nedumangadu,901.0,Thiruvananthapuram,Kerala
Neyyatinkara,901.0,Thiruvananthapuram,Kerala
Parassala,901.0,Thiruvananthapuram,Kerala
Pothencode,901.0,Thiruvananthapuram,Kerala
Thiruvananthapuram,901.0,Thiruvananthapuram,Kerala
Vamanapuram,901.0,Thiruvananthapuram,Kerala
Alappuzha,903.0,Alappuzha,Kerala
Aroor,903.0,Alappuzha,Kerala
Chanthroor,903.0,Alappuzha,Kerala
Chengannur,903.0,Alappuzha,Kerala
Cherthala,903.0,Alappuzha,Kerala
Harippad,903.0,Alappuzha,Kerala
Kayamkulam,903.0,Alappuzha,Kerala
Madhavapuram,903.0,Alappuzha,Kerala
Mannar,903.0,Alappuzha,Kerala
Athirampuzha,904.0,Kottayam,Kerala
Ettumanoor,904.0,Kottayam,Kerala
Kanjirappally,904.0,Kottayam,Kerala
Kottayam,904.0,Kottayam,Kerala
Kuruppanthura,904.0,Kottayam,Kerala
Pala,904.0,Kottayam,Kerala
Pampady,904.0,Kottayam,Kerala
Thalayolaparambu,904.0,Kottayam,Kerala
Adimali,905.0,Idukki,Kerala
Kamakshi,905.0,Idukki,Kerala
Kattappana,905.0,Idukki,Kerala
Munnar,905.0,Idukki,Kerala
Nedumkandam,905.0,Idukki,Kerala
Panancheri,905.0,Idukki,Kerala
Thodupuzha,905.0,Idukki,Kerala
Thompramkudi,905.0,Idukki,Kerala
Vandiperiyar,905.0,Idukki,Kerala
Aluva,906.0,Ernakulam,Kerala
Angamaly,906.0,Ernakulam,Kerala
Broadway market,906.0,Ernakulam,Kerala
Ernakulam,906.0,Ernakulam,Kerala
Keezhampara,906.0,Ernakulam,Kerala
Koovapadi,906.0,Ernakulam,Kerala
Kothamangalam,906.0,Ernakulam,Kerala
Mazhuvannur,906.0,Ernakulam,Kerala
Moovattupuzha,906.0,Ernakulam,Kerala
North Paravur,906.0,Ernakulam,Kerala
Perumbavoor,906.0,Ernakulam,Kerala
Piravam,906.0,Ernakulam,Kerala
Thrippunithura,906.0,Ernakulam,Kerala
Kondotty,909.0,Malappuram,Kerala
Kottakkal,909.0,Malappuram,Kerala
Manjeri,909.0,Malappuram,Kerala
Parappanangadi,909.0,Malappuram,Kerala
Perinthalmanna,909.0,Malappuram,Kerala
Thirurrangadi,909.0,Malappuram,Kerala
Kalpetta,911.0,Wayanad,Kerala
Manathavady,911.0,Wayanad,Kerala
Pulpally,911.0,Wayanad,Kerala
Sultan bathery,911.0,Wayanad,Kerala
Chavassery,912.0,Kannur,Kerala
Irikkur,912.0,Kannur,Kerala
Irityy,912.0,Kannur,Kerala
Kannur,912.0,Kannur,Kerala
Kuthuparambu,912.0,Kannur,Kerala
Maloor,912.0,Kannur,Kerala
Payyannur,912.0,Kannur,Kerala
Taliparamba,912.0,Kannur,Kerala
Thalasserry,912.0,Kannur,Kerala
Ezhamkulam,913.0,Pathanamthitta,Kerala
Kuttoor,913.0,Pathanamthitta,Kerala
Omalloor,913.0,Pathanamthitta,Kerala
Pandalam,913.0,Pathanamthitta,Kerala
Parakkodu,913.0,Pathanamthitta,Kerala
Pramadom,913.0,Pathanamthitta,Kerala
Puramattom,913.0,Pathanamthitta,Kerala
Ranniangadi,913.0,Pathanamthitta,Kerala
